traded,season,lost,ownedBy.id,ownedBy.name,originalOwner.id,originalOwner.name,slot.round
FALSE,2028,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2028,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2029,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2030,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2031,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2032,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2033,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2034,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2035,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2036,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2037,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2038,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2039,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2040,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2041,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2042,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2043,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2044,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2045,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2046,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,8
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,9
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,10
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,11
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,12
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,13
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,14
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,15
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,16
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,17
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,18
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,19
FALSE,2047,FALSE,1335769,Steve,1335769,Steve,20
FALSE,2048,FALSE,1335769,Steve,1335769,Steve,1
FALSE,2048,FALSE,1335769,Steve,1335769,Steve,2
FALSE,2048,FALSE,1335769,Steve,1335769,Steve,3
FALSE,2048,FALSE,1335769,Steve,1335769,Steve,4
FALSE,2048,FALSE,1335769,Steve,1335769,Steve,5
FALSE,2048,FALSE,1335769,Steve,1335769,Steve,6
FALSE,2048,FALSE,1335769,Steve,1335769,Steve,7
FALSE,2048,FALSE,1335769,Steve,1335769,Steve,8
